SKU,Vendor,Order quantity,Cost per unit,Order date,Expected delivery,Actual delivery,Lead time
SKU-PAN-0020,WestCo Garments,72,1163,2024-02-04,2024-03-08,2024-03-08,33
SKU-JAC-0027,StitchWorks India,60,1871,2024-02-04,2024-03-26,2024-03-28,53
SKU-PAN-0028,Apex Fashions,68,1317,2024-02-04,2024-03-14,2024-03-14,39
SKU-TSH-0029,KnitCraft Studio,69,701,2024-02-04,2024-03-09,2024-03-11,36
SKU-JAC-0031,WestCo Garments,46,1800,2024-02-04,2024-03-20,2024-03-20,45
SKU-PAN-0034,UrbanWeave Co.,40,1051,2024-02-04,2024-03-28,2024-04-02,58
SKU-CRO-0035,Apex Fashions,41,721,2024-02-04,2024-03-31,2024-04-01,57
SKU-PAN-0002,Apex Fashions,233,982,2024-02-11,2024-03-18,2024-03-19,37
SKU-CRO-0007,Apex Fashions,40,818,2024-02-11,2024-04-03,2024-04-06,55
SKU-TSH-0012,UrbanWeave Co.,49,715,2024-02-11,2024-04-05,2024-04-10,59
SKU-SHI-0017,UrbanWeave Co.,78,842,2024-02-11,2024-04-07,2024-04-12,61
SKU-PAN-0021,Apex Fashions,60,1216,2024-02-11,2024-03-18,2024-03-18,36
SKU-SHO-0023,WestCo Garments,40,668,2024-02-11,2024-03-12,2024-03-12,30
SKU-SHI-0024,KnitCraft Studio,40,854,2024-02-11,2024-04-02,2024-04-05,54
SKU-JAC-0025,StitchWorks India,40,1639,2024-02-11,2024-03-24,2024-03-26,44
SKU-TSH-0032,WestCo Garments,40,627,2024-02-11,2024-04-04,2024-04-05,54
SKU-CRO-0048,Apex Fashions,58,736,2024-02-11,2024-03-20,2024-03-25,43
SKU-SHI-0003,KnitCraft Studio,104,1004,2024-02-18,2024-04-09,2024-04-12,54
SKU-PAN-0022,KnitCraft Studio,61,1076,2024-02-18,2024-03-31,2024-03-31,42
SKU-CRO-0043,WestCo Garments,40,677,2024-02-18,2024-04-14,2024-04-14,56
SKU-TSH-0004,StitchWorks India,94,539,2024-02-25,2024-04-07,2024-04-09,44
SKU-SHI-0006,KnitCraft Studio,88,1097,2024-02-25,2024-04-20,2024-04-20,55
SKU-PAN-0008,StitchWorks India,76,1152,2024-02-25,2024-03-29,2024-03-31,35
SKU-PAN-0009,KnitCraft Studio,78,1008,2024-02-25,2024-03-31,2024-04-02,37
SKU-TSH-0010,WestCo Garments,40,782,2024-02-25,2024-04-07,2024-04-07,42
SKU-SHO-0011,WestCo Garments,49,761,2024-02-25,2024-04-14,2024-04-14,49
SKU-PAN-0016,KnitCraft Studio,40,970,2024-02-25,2024-04-18,2024-04-23,58
SKU-PAN-0018,Apex Fashions,45,1176,2024-02-25,2024-04-15,2024-04-18,53
SKU-PAN-0026,WestCo Garments,40,1332,2024-02-25,2024-04-13,2024-04-14,49
SKU-CRO-0030,WestCo Garments,48,621,2024-02-25,2024-04-14,2024-04-14,49
SKU-CRO-0038,WestCo Garments,68,1060,2024-02-25,2024-04-09,2024-04-09,44
SKU-SHI-0051,StitchWorks India,61,928,2024-02-25,2024-04-09,2024-04-11,46
SKU-JAC-0053,Apex Fashions,40,1660,2024-02-25,2024-04-18,2024-04-21,56
SKU-SHI-0001,UrbanWeave Co.,339,705,2024-03-03,2024-04-17,2024-04-20,48
SKU-CRO-0005,StitchWorks India,98,846,2024-03-03,2024-04-14,2024-04-17,45
SKU-SHI-0013,UrbanWeave Co.,40,1227,2024-03-03,2024-04-01,2024-04-01,29
SKU-CRO-0014,Apex Fashions,40,756,2024-03-03,2024-04-12,2024-04-12,40
SKU-SHI-0015,Apex Fashions,66,940,2024-03-03,2024-04-10,2024-04-12,40
SKU-CRO-0019,StitchWorks India,57,726,2024-03-03,2024-04-07,2024-04-08,36
SKU-PAN-0020,WestCo Garments,64,1163,2024-03-03,2024-04-09,2024-04-14,42
SKU-JAC-0027,StitchWorks India,44,1871,2024-03-03,2024-04-14,2024-04-15,43
SKU-PAN-0028,Apex Fashions,45,1317,2024-03-03,2024-04-06,2024-04-06,34
SKU-TSH-0029,KnitCraft Studio,56,701,2024-03-03,2024-04-08,2024-04-10,38
SKU-JAC-0031,WestCo Garments,40,1800,2024-03-03,2024-03-31,2024-03-31,28
SKU-PAN-0034,UrbanWeave Co.,42,1051,2024-03-03,2024-04-14,2024-04-14,42
SKU-CRO-0035,Apex Fashions,40,721,2024-03-03,2024-04-19,2024-04-22,50
SKU-SHI-0052,StitchWorks India,60,1141,2024-03-03,2024-04-23,2024-04-23,51
SKU-PAN-0002,Apex Fashions,182,982,2024-03-10,2024-04-07,2024-04-09,30
SKU-CRO-0007,Apex Fashions,68,818,2024-03-10,2024-04-17,2024-04-19,40
SKU-TSH-0012,UrbanWeave Co.,66,715,2024-03-10,2024-04-14,2024-04-14,35
SKU-SHI-0017,UrbanWeave Co.,40,842,2024-03-10,2024-04-22,2024-04-22,43
SKU-PAN-0021,Apex Fashions,40,1216,2024-03-10,2024-05-04,2024-05-06,57
SKU-SHO-0023,WestCo Garments,49,668,2024-03-10,2024-04-11,2024-04-11,32
SKU-SHI-0024,KnitCraft Studio,56,854,2024-03-10,2024-05-04,2024-05-07,58
SKU-JAC-0025,StitchWorks India,50,1639,2024-03-10,2024-04-11,2024-04-11,32
SKU-TSH-0032,WestCo Garments,40,627,2024-03-10,2024-04-17,2024-04-17,38
SKU-CRO-0048,Apex Fashions,40,736,2024-03-10,2024-04-11,2024-04-12,33
SKU-SHI-0003,KnitCraft Studio,166,1004,2024-03-17,2024-04-27,2024-04-30,44
SKU-PAN-0022,KnitCraft Studio,40,1076,2024-03-17,2024-05-03,2024-05-06,50
SKU-CRO-0043,WestCo Garments,62,677,2024-03-17,2024-04-20,2024-04-20,34
SKU-TSH-0004,StitchWorks India,138,539,2024-03-24,2024-05-02,2024-05-04,41
SKU-SHI-0006,KnitCraft Studio,90,1097,2024-03-24,2024-05-08,2024-05-09,46
SKU-PAN-0008,StitchWorks India,64,1152,2024-03-24,2024-05-03,2024-05-06,43
SKU-PAN-0009,KnitCraft Studio,84,1008,2024-03-24,2024-05-10,2024-05-13,50
SKU-TSH-0010,WestCo Garments,55,782,2024-03-24,2024-05-04,2024-05-04,41
SKU-SHO-0011,WestCo Garments,65,761,2024-03-24,2024-05-12,2024-05-15,52
SKU-PAN-0016,KnitCraft Studio,40,970,2024-03-24,2024-04-23,2024-04-28,35
SKU-PAN-0018,Apex Fashions,40,1176,2024-03-24,2024-04-26,2024-04-28,35
SKU-PAN-0026,WestCo Garments,46,1332,2024-03-24,2024-05-12,2024-05-17,54
SKU-CRO-0030,WestCo Garments,53,621,2024-03-24,2024-05-19,2024-05-24,61
SKU-CRO-0038,WestCo Garments,40,1060,2024-03-24,2024-05-08,2024-05-08,45
SKU-SHI-0051,StitchWorks India,40,928,2024-03-24,2024-05-05,2024-05-05,42
SKU-JAC-0053,Apex Fashions,40,1660,2024-03-24,2024-05-06,2024-05-07,44
SKU-SHI-0001,UrbanWeave Co.,482,705,2024-03-31,2024-05-16,2024-05-19,49
SKU-CRO-0005,StitchWorks India,124,846,2024-03-31,2024-05-20,2024-05-20,50
SKU-SHI-0013,UrbanWeave Co.,62,1227,2024-03-31,2024-05-20,2024-05-21,51
SKU-CRO-0014,Apex Fashions,40,756,2024-03-31,2024-05-24,2024-05-25,55
SKU-SHI-0015,Apex Fashions,44,940,2024-03-31,2024-05-22,2024-05-22,52
SKU-CRO-0019,StitchWorks India,70,726,2024-03-31,2024-05-19,2024-05-22,52
SKU-PAN-0020,WestCo Garments,44,1163,2024-03-31,2024-05-14,2024-05-17,47
SKU-JAC-0027,StitchWorks India,46,1871,2024-03-31,2024-05-09,2024-05-11,41
SKU-PAN-0028,Apex Fashions,67,1317,2024-03-31,2024-05-26,2024-05-31,61
SKU-TSH-0029,KnitCraft Studio,55,701,2024-03-31,2024-05-04,2024-05-04,34
SKU-JAC-0031,WestCo Garments,40,1800,2024-03-31,2024-05-12,2024-05-12,42
SKU-SHO-0033,KnitCraft Studio,63,758,2024-03-31,2024-05-18,2024-05-18,48
SKU-PAN-0034,UrbanWeave Co.,66,1051,2024-03-31,2024-05-12,2024-05-17,47
SKU-CRO-0035,Apex Fashions,40,721,2024-03-31,2024-05-20,2024-05-25,55
SKU-SHI-0052,StitchWorks India,40,1141,2024-03-31,2024-05-16,2024-05-18,48
SKU-PAN-0002,Apex Fashions,238,982,2024-04-07,2024-05-06,2024-05-08,31
SKU-CRO-0007,Apex Fashions,110,818,2024-04-07,2024-05-08,2024-05-10,33
SKU-TSH-0012,UrbanWeave Co.,68,715,2024-04-07,2024-05-08,2024-05-13,36
SKU-SHI-0017,UrbanWeave Co.,40,842,2024-04-07,2024-05-26,2024-05-26,49
SKU-PAN-0021,Apex Fashions,60,1216,2024-04-07,2024-05-17,2024-05-18,41
SKU-SHO-0023,WestCo Garments,57,668,2024-04-07,2024-05-08,2024-05-13,36
SKU-SHI-0024,KnitCraft Studio,66,854,2024-04-07,2024-06-01,2024-06-03,57
SKU-JAC-0025,StitchWorks India,40,1639,2024-04-07,2024-05-15,2024-05-18,41
SKU-TSH-0032,WestCo Garments,40,627,2024-04-07,2024-05-31,2024-06-02,56
SKU-CRO-0048,Apex Fashions,60,736,2024-04-07,2024-05-13,2024-05-15,38
SKU-SHI-0003,KnitCraft Studio,149,1004,2024-04-14,2024-05-27,2024-05-30,46
SKU-PAN-0022,KnitCraft Studio,40,1076,2024-04-14,2024-05-23,2024-05-23,39
SKU-CRO-0043,WestCo Garments,40,677,2024-04-14,2024-05-28,2024-05-28,44
SKU-TSH-0004,StitchWorks India,108,539,2024-04-21,2024-05-26,2024-05-26,35
SKU-SHI-0006,KnitCraft Studio,115,1097,2024-04-21,2024-05-29,2024-05-30,39
SKU-PAN-0008,StitchWorks India,97,1152,2024-04-21,2024-05-24,2024-05-27,36
SKU-PAN-0009,KnitCraft Studio,65,1008,2024-04-21,2024-05-31,2024-05-31,40
SKU-TSH-0010,WestCo Garments,99,782,2024-04-21,2024-05-27,2024-05-27,36
SKU-SHO-0011,WestCo Garments,100,761,2024-04-21,2024-06-10,2024-06-10,50
SKU-PAN-0016,KnitCraft Studio,76,970,2024-04-21,2024-05-28,2024-06-02,42
SKU-PAN-0018,Apex Fashions,40,1176,2024-04-21,2024-05-19,2024-05-21,30
SKU-PAN-0026,WestCo Garments,40,1332,2024-04-21,2024-06-15,2024-06-15,55
SKU-CRO-0030,WestCo Garments,46,621,2024-04-21,2024-06-05,2024-06-08,48
SKU-CRO-0038,WestCo Garments,50,1060,2024-04-21,2024-06-12,2024-06-12,52
SKU-SHI-0051,StitchWorks India,62,928,2024-04-21,2024-05-25,2024-05-25,34
SKU-JAC-0053,Apex Fashions,40,1660,2024-04-21,2024-06-16,2024-06-21,61
SKU-SHI-0054,KnitCraft Studio,70,963,2024-04-21,2024-05-30,2024-06-02,42
SKU-SHI-0001,UrbanWeave Co.,506,705,2024-04-28,2024-06-14,2024-06-19,52
SKU-CRO-0005,StitchWorks India,112,846,2024-04-28,2024-06-16,2024-06-17,50
SKU-SHI-0013,UrbanWeave Co.,74,1227,2024-04-28,2024-06-10,2024-06-10,43
SKU-CRO-0014,Apex Fashions,49,756,2024-04-28,2024-06-05,2024-06-05,38
SKU-SHI-0015,Apex Fashions,48,940,2024-04-28,2024-06-11,2024-06-12,45
SKU-CRO-0019,StitchWorks India,72,726,2024-04-28,2024-06-05,2024-06-05,38
SKU-PAN-0020,WestCo Garments,41,1163,2024-04-28,2024-06-18,2024-06-21,54
SKU-JAC-0027,StitchWorks India,40,1871,2024-04-28,2024-05-29,2024-06-03,36
SKU-PAN-0028,Apex Fashions,58,1317,2024-04-28,2024-06-15,2024-06-16,49
SKU-TSH-0029,KnitCraft Studio,76,701,2024-04-28,2024-06-08,2024-06-13,46
SKU-JAC-0031,WestCo Garments,65,1800,2024-04-28,2024-06-06,2024-06-08,41
SKU-SHO-0033,KnitCraft Studio,68,758,2024-04-28,2024-06-04,2024-06-04,37
SKU-PAN-0034,UrbanWeave Co.,45,1051,2024-04-28,2024-05-29,2024-05-31,33
SKU-CRO-0035,Apex Fashions,48,721,2024-04-28,2024-06-04,2024-06-07,40
SKU-SHI-0052,StitchWorks India,46,1141,2024-04-28,2024-05-30,2024-05-30,32
SKU-PAN-0002,Apex Fashions,232,982,2024-05-05,2024-06-27,2024-06-27,53
SKU-CRO-0007,Apex Fashions,66,818,2024-05-05,2024-06-29,2024-06-30,56
SKU-TSH-0012,UrbanWeave Co.,57,715,2024-05-05,2024-06-18,2024-06-21,47
SKU-SHI-0017,UrbanWeave Co.,40,842,2024-05-05,2024-06-14,2024-06-14,40
SKU-PAN-0021,Apex Fashions,65,1216,2024-05-05,2024-06-07,2024-06-10,36
SKU-SHO-0023,WestCo Garments,54,668,2024-05-05,2024-06-03,2024-06-05,31
SKU-SHI-0024,KnitCraft Studio,58,854,2024-05-05,2024-06-13,2024-06-14,40
SKU-JAC-0025,StitchWorks India,62,1639,2024-05-05,2024-06-10,2024-06-11,37
SKU-TSH-0032,WestCo Garments,40,627,2024-05-05,2024-06-11,2024-06-11,37
SKU-CRO-0048,Apex Fashions,62,736,2024-05-05,2024-06-04,2024-06-04,30
SKU-SHI-0003,KnitCraft Studio,152,1004,2024-05-12,2024-06-10,2024-06-13,32
SKU-PAN-0022,KnitCraft Studio,40,1076,2024-05-12,2024-06-10,2024-06-13,32
SKU-CRO-0043,WestCo Garments,40,677,2024-05-12,2024-06-18,2024-06-19,38
SKU-TSH-0004,StitchWorks India,107,539,2024-05-19,2024-07-05,2024-07-07,49
SKU-SHI-0006,KnitCraft Studio,94,1097,2024-05-19,2024-06-30,2024-07-03,45
SKU-PAN-0008,StitchWorks India,84,1152,2024-05-19,2024-07-02,2024-07-03,45
SKU-PAN-0009,KnitCraft Studio,45,1008,2024-05-19,2024-07-14,2024-07-17,59
SKU-TSH-0010,WestCo Garments,56,782,2024-05-19,2024-07-05,2024-07-07,49
SKU-SHO-0011,WestCo Garments,87,761,2024-05-19,2024-07-07,2024-07-07,49
SKU-PAN-0016,KnitCraft Studio,45,970,2024-05-19,2024-06-18,2024-06-21,33
SKU-PAN-0018,Apex Fashions,50,1176,2024-05-19,2024-07-05,2024-07-05,47
SKU-PAN-0026,WestCo Garments,58,1332,2024-05-19,2024-07-10,2024-07-13,55
SKU-CRO-0030,WestCo Garments,40,621,2024-05-19,2024-06-25,2024-06-26,38
SKU-CRO-0038,WestCo Garments,40,1060,2024-05-19,2024-06-26,2024-06-29,41
SKU-SHO-0039,UrbanWeave Co.,64,809,2024-05-19,2024-06-26,2024-06-26,38
SKU-SHI-0051,StitchWorks India,40,928,2024-05-19,2024-06-27,2024-06-27,39
SKU-JAC-0053,Apex Fashions,40,1660,2024-05-19,2024-06-21,2024-06-23,35
SKU-SHI-0054,KnitCraft Studio,40,963,2024-05-19,2024-06-28,2024-06-28,40
SKU-SHI-0001,UrbanWeave Co.,328,705,2024-05-26,2024-06-24,2024-06-26,31
SKU-CRO-0005,StitchWorks India,100,846,2024-05-26,2024-06-28,2024-06-28,33
SKU-SHI-0013,UrbanWeave Co.,58,1227,2024-05-26,2024-07-03,2024-07-08,43
SKU-CRO-0014,Apex Fashions,48,756,2024-05-26,2024-06-25,2024-06-25,30
SKU-SHI-0015,Apex Fashions,69,940,2024-05-26,2024-06-24,2024-06-24,29
SKU-CRO-0019,StitchWorks India,66,726,2024-05-26,2024-07-16,2024-07-16,51
SKU-PAN-0020,WestCo Garments,64,1163,2024-05-26,2024-07-17,2024-07-20,55
SKU-JAC-0027,StitchWorks India,40,1871,2024-05-26,2024-07-09,2024-07-12,47
SKU-PAN-0028,Apex Fashions,44,1317,2024-05-26,2024-06-28,2024-06-28,33
SKU-TSH-0029,KnitCraft Studio,61,701,2024-05-26,2024-06-29,2024-07-02,37
SKU-JAC-0031,WestCo Garments,40,1800,2024-05-26,2024-06-23,2024-06-24,29
SKU-SHO-0033,KnitCraft Studio,40,758,2024-05-26,2024-06-25,2024-06-26,31
SKU-PAN-0034,UrbanWeave Co.,60,1051,2024-05-26,2024-07-01,2024-07-01,36
SKU-CRO-0035,Apex Fashions,70,721,2024-05-26,2024-07-07,2024-07-08,43
SKU-SHI-0052,StitchWorks India,58,1141,2024-05-26,2024-07-07,2024-07-09,44
SKU-PAN-0002,Apex Fashions,178,982,2024-06-02,2024-07-27,2024-07-30,58
SKU-CRO-0007,Apex Fashions,94,818,2024-06-02,2024-06-30,2024-07-03,31
SKU-TSH-0012,UrbanWeave Co.,56,715,2024-06-02,2024-07-10,2024-07-10,38
SKU-SHI-0017,UrbanWeave Co.,40,842,2024-06-02,2024-07-17,2024-07-20,48
SKU-PAN-0021,Apex Fashions,40,1216,2024-06-02,2024-07-03,2024-07-03,31
SKU-SHO-0023,WestCo Garments,40,668,2024-06-02,2024-07-21,2024-07-23,51
SKU-SHI-0024,KnitCraft Studio,44,854,2024-06-02,2024-07-24,2024-07-27,55
SKU-JAC-0025,StitchWorks India,40,1639,2024-06-02,2024-07-25,2024-07-28,56
SKU-TSH-0032,WestCo Garments,60,627,2024-06-02,2024-07-02,2024-07-02,30
SKU-CRO-0048,Apex Fashions,54,736,2024-06-02,2024-07-09,2024-07-09,37
SKU-SHI-0003,KnitCraft Studio,150,1004,2024-06-09,2024-08-02,2024-08-05,57
SKU-PAN-0022,KnitCraft Studio,66,1076,2024-06-09,2024-07-28,2024-07-30,51
SKU-CRO-0043,WestCo Garments,40,677,2024-06-09,2024-08-03,2024-08-08,60
SKU-TSH-0004,StitchWorks India,81,539,2024-06-16,2024-07-23,2024-07-23,37
SKU-SHI-0006,KnitCraft Studio,93,1097,2024-06-16,2024-07-23,2024-07-26,40
SKU-PAN-0008,StitchWorks India,73,1152,2024-06-16,2024-07-18,2024-07-21,35
SKU-PAN-0009,KnitCraft Studio,40,1008,2024-06-16,2024-07-22,2024-07-22,36
SKU-TSH-0010,WestCo Garments,64,782,2024-06-16,2024-07-23,2024-07-23,37
SKU-SHO-0011,WestCo Garments,54,761,2024-06-16,2024-08-11,2024-08-12,57
SKU-PAN-0016,KnitCraft Studio,40,970,2024-06-16,2024-07-19,2024-07-20,34
SKU-PAN-0018,Apex Fashions,57,1176,2024-06-16,2024-08-10,2024-08-15,60
SKU-PAN-0026,WestCo Garments,57,1332,2024-06-16,2024-08-08,2024-08-08,53
SKU-CRO-0030,WestCo Garments,58,621,2024-06-16,2024-08-05,2024-08-08,53
SKU-CRO-0038,WestCo Garments,48,1060,2024-06-16,2024-07-23,2024-07-26,40
SKU-SHO-0039,UrbanWeave Co.,46,809,2024-06-16,2024-08-10,2024-08-10,55
SKU-SHI-0051,StitchWorks India,40,928,2024-06-16,2024-07-25,2024-07-27,41
SKU-JAC-0053,Apex Fashions,40,1660,2024-06-16,2024-08-02,2024-08-02,47
SKU-SHI-0054,KnitCraft Studio,41,963,2024-06-16,2024-07-21,2024-07-26,40
SKU-SHI-0001,UrbanWeave Co.,306,705,2024-06-23,2024-08-09,2024-08-09,47
SKU-CRO-0005,StitchWorks India,74,846,2024-06-23,2024-08-10,2024-08-11,49
SKU-SHI-0013,UrbanWeave Co.,73,1227,2024-06-23,2024-07-21,2024-07-24,31
SKU-CRO-0014,Apex Fashions,68,756,2024-06-23,2024-08-05,2024-08-10,48
SKU-SHI-0015,Apex Fashions,61,940,2024-06-23,2024-07-24,2024-07-24,31
SKU-CRO-0019,StitchWorks India,40,726,2024-06-23,2024-08-01,2024-08-03,41
SKU-PAN-0020,WestCo Garments,54,1163,2024-06-23,2024-08-01,2024-08-02,40
SKU-JAC-0027,StitchWorks India,40,1871,2024-06-23,2024-08-03,2024-08-06,44
SKU-PAN-0028,Apex Fashions,40,1317,2024-06-23,2024-07-27,2024-07-27,34
SKU-TSH-0029,KnitCraft Studio,61,701,2024-06-23,2024-07-31,2024-08-03,41
SKU-JAC-0031,WestCo Garments,40,1800,2024-06-23,2024-07-31,2024-07-31,38
SKU-SHO-0033,KnitCraft Studio,40,758,2024-06-23,2024-07-27,2024-07-27,34
SKU-PAN-0034,UrbanWeave Co.,41,1051,2024-06-23,2024-07-29,2024-07-31,38
SKU-CRO-0035,Apex Fashions,59,721,2024-06-23,2024-07-21,2024-07-22,29
SKU-SHI-0052,StitchWorks India,61,1141,2024-06-23,2024-07-25,2024-07-27,34
SKU-PAN-0002,Apex Fashions,186,982,2024-06-30,2024-08-01,2024-08-01,32
SKU-CRO-0007,Apex Fashions,76,818,2024-06-30,2024-07-28,2024-08-02,33
SKU-TSH-0012,UrbanWeave Co.,40,715,2024-06-30,2024-07-30,2024-07-31,31
SKU-SHI-0017,UrbanWeave Co.,40,842,2024-06-30,2024-08-11,2024-08-11,42
SKU-PAN-0021,Apex Fashions,51,1216,2024-06-30,2024-08-07,2024-08-10,41
SKU-SHO-0023,WestCo Garments,62,668,2024-06-30,2024-08-05,2024-08-07,38
SKU-SHI-0024,KnitCraft Studio,47,854,2024-06-30,2024-08-23,2024-08-26,57
SKU-JAC-0025,StitchWorks India,40,1639,2024-06-30,2024-08-23,2024-08-26,57
SKU-TSH-0032,WestCo Garments,60,627,2024-06-30,2024-08-08,2024-08-09,40
SKU-CRO-0048,Apex Fashions,57,736,2024-06-30,2024-08-23,2024-08-25,56
SKU-SHI-0003,KnitCraft Studio,82,1004,2024-07-07,2024-08-31,2024-09-03,58
SKU-PAN-0022,KnitCraft Studio,69,1076,2024-07-07,2024-08-12,2024-08-15,39
SKU-CRO-0043,WestCo Garments,40,677,2024-07-07,2024-08-24,2024-08-26,50
SKU-TSH-0004,StitchWorks India,55,539,2024-07-14,2024-08-11,2024-08-16,33
SKU-SHI-0006,KnitCraft Studio,50,1097,2024-07-14,2024-08-15,2024-08-17,34
SKU-PAN-0008,StitchWorks India,60,1152,2024-07-14,2024-09-05,2024-09-06,54
SKU-PAN-0009,KnitCraft Studio,40,1008,2024-07-14,2024-08-11,2024-08-14,31
SKU-TSH-0010,WestCo Garments,59,782,2024-07-14,2024-08-17,2024-08-19,36
SKU-SHO-0011,WestCo Garments,48,761,2024-07-14,2024-09-08,2024-09-13,61
SKU-PAN-0016,KnitCraft Studio,72,970,2024-07-14,2024-08-18,2024-08-23,40
SKU-PAN-0018,Apex Fashions,69,1176,2024-07-14,2024-08-31,2024-08-31,48
SKU-PAN-0026,WestCo Garments,62,1332,2024-07-14,2024-09-04,2024-09-04,52
SKU-CRO-0030,WestCo Garments,40,621,2024-07-14,2024-08-26,2024-08-27,44
SKU-CRO-0038,WestCo Garments,62,1060,2024-07-14,2024-08-19,2024-08-22,39
SKU-SHO-0039,UrbanWeave Co.,49,809,2024-07-14,2024-08-14,2024-08-14,31
SKU-SHI-0051,StitchWorks India,51,928,2024-07-14,2024-08-31,2024-08-31,48
SKU-SHI-0054,KnitCraft Studio,45,963,2024-07-14,2024-08-30,2024-09-02,50
SKU-SHI-0001,UrbanWeave Co.,246,705,2024-07-21,2024-09-13,2024-09-13,54
SKU-CRO-0005,StitchWorks India,80,846,2024-07-21,2024-08-21,2024-08-22,32
SKU-SHI-0013,UrbanWeave Co.,40,1227,2024-07-21,2024-08-27,2024-08-30,40
SKU-CRO-0014,Apex Fashions,62,756,2024-07-21,2024-08-30,2024-08-30,40
SKU-SHI-0015,Apex Fashions,50,940,2024-07-21,2024-09-14,2024-09-17,58
SKU-CRO-0019,StitchWorks India,56,726,2024-07-21,2024-09-06,2024-09-06,47
SKU-PAN-0020,WestCo Garments,74,1163,2024-07-21,2024-08-19,2024-08-22,32
SKU-JAC-0027,StitchWorks India,56,1871,2024-07-21,2024-08-30,2024-09-02,43
SKU-PAN-0028,Apex Fashions,56,1317,2024-07-21,2024-08-24,2024-08-29,39
SKU-TSH-0029,KnitCraft Studio,40,701,2024-07-21,2024-09-01,2024-09-04,45
SKU-JAC-0031,WestCo Garments,50,1800,2024-07-21,2024-09-08,2024-09-09,50
SKU-SHO-0033,KnitCraft Studio,40,758,2024-07-21,2024-08-18,2024-08-18,28
SKU-CRO-0035,Apex Fashions,40,721,2024-07-21,2024-09-14,2024-09-17,58
SKU-PAN-0047,WestCo Garments,55,959,2024-07-21,2024-09-05,2024-09-05,46
SKU-SHI-0052,StitchWorks India,40,1141,2024-07-21,2024-09-13,2024-09-18,59
SKU-JAC-0053,Apex Fashions,46,1660,2024-07-21,2024-08-29,2024-08-30,40
SKU-PAN-0002,Apex Fashions,156,982,2024-07-28,2024-09-04,2024-09-04,38
SKU-CRO-0007,Apex Fashions,75,818,2024-07-28,2024-09-17,2024-09-17,51
SKU-TSH-0012,UrbanWeave Co.,64,715,2024-07-28,2024-08-29,2024-09-03,37
SKU-SHI-0017,UrbanWeave Co.,54,842,2024-07-28,2024-09-05,2024-09-05,39
SKU-PAN-0021,Apex Fashions,40,1216,2024-07-28,2024-08-28,2024-08-29,32
SKU-SHO-0023,WestCo Garments,62,668,2024-07-28,2024-08-30,2024-08-31,34
SKU-SHI-0024,KnitCraft Studio,60,854,2024-07-28,2024-09-02,2024-09-02,36
SKU-JAC-0025,StitchWorks India,66,1639,2024-07-28,2024-09-15,2024-09-18,52
SKU-TSH-0032,WestCo Garments,48,627,2024-07-28,2024-09-07,2024-09-07,41
SKU-CRO-0048,Apex Fashions,46,736,2024-07-28,2024-08-25,2024-08-25,28
SKU-SHI-0003,KnitCraft Studio,130,1004,2024-08-04,2024-09-11,2024-09-16,43
SKU-PAN-0022,KnitCraft Studio,40,1076,2024-08-04,2024-09-10,2024-09-11,38
SKU-CRO-0037,StitchWorks India,40,657,2024-08-04,2024-09-29,2024-10-02,59
SKU-CRO-0043,WestCo Garments,52,677,2024-08-04,2024-09-27,2024-09-29,56
SKU-JAC-0044,StitchWorks India,68,1860,2024-08-04,2024-09-12,2024-09-13,40
SKU-TSH-0004,StitchWorks India,58,539,2024-08-11,2024-09-14,2024-09-16,36
SKU-SHI-0006,KnitCraft Studio,65,1097,2024-08-11,2024-09-08,2024-09-09,29
SKU-PAN-0008,StitchWorks India,88,1152,2024-08-11,2024-09-15,2024-09-15,35
SKU-PAN-0009,KnitCraft Studio,70,1008,2024-08-11,2024-10-01,2024-10-06,56
SKU-TSH-0010,WestCo Garments,52,782,2024-08-11,2024-09-20,2024-09-25,45
SKU-SHO-0011,WestCo Garments,60,761,2024-08-11,2024-09-08,2024-09-11,31
SKU-PAN-0016,KnitCraft Studio,40,970,2024-08-11,2024-09-08,2024-09-10,30
SKU-PAN-0018,Apex Fashions,68,1176,2024-08-11,2024-09-28,2024-10-03,53
SKU-PAN-0026,WestCo Garments,40,1332,2024-08-11,2024-09-29,2024-09-30,50
SKU-CRO-0030,WestCo Garments,63,621,2024-08-11,2024-09-22,2024-09-27,47
SKU-CRO-0038,WestCo Garments,40,1060,2024-08-11,2024-09-18,2024-09-18,38
SKU-SHO-0039,UrbanWeave Co.,55,809,2024-08-11,2024-09-24,2024-09-29,49
SKU-SHI-0051,StitchWorks India,40,928,2024-08-11,2024-09-11,2024-09-12,32
SKU-SHI-0054,KnitCraft Studio,40,963,2024-08-11,2024-09-26,2024-09-28,48
SKU-SHI-0001,UrbanWeave Co.,405,705,2024-08-18,2024-09-17,2024-09-19,32
SKU-CRO-0005,StitchWorks India,89,846,2024-08-18,2024-09-25,2024-09-25,38
SKU-SHI-0013,UrbanWeave Co.,66,1227,2024-08-18,2024-09-25,2024-09-30,43
SKU-CRO-0014,Apex Fashions,65,756,2024-08-18,2024-10-13,2024-10-13,56
SKU-SHI-0015,Apex Fashions,70,940,2024-08-18,2024-09-22,2024-09-24,37
SKU-CRO-0019,StitchWorks India,44,726,2024-08-18,2024-10-06,2024-10-06,49
SKU-PAN-0020,WestCo Garments,70,1163,2024-08-18,2024-09-17,2024-09-22,35
