SKU,Category,Size,Units in stock,Units sold (last 7/30/60 days),Days of inventory left,Dead stock flag,date
SKU-CRO-0019,croptops,S,0,1/7/21,0.0,N,2024-05-26
SKU-PAN-0020,pants,XL,0,1/5/14,0.0,N,2024-05-26
SKU-PAN-0021,pants,M,0,2/6/12,0.0,N,2024-05-26
SKU-PAN-0022,pants,XXL,0,0/3/10,0.0,N,2024-05-26
SKU-SHO-0023,shorts,S,0,3/6/15,0.0,N,2024-05-26
SKU-SHI-0024,shirts,XXL,0,2/6/13,0.0,N,2024-05-26
SKU-JAC-0025,jackets,XXL,0,1/3/12,0.0,N,2024-05-26
SKU-PAN-0026,pants,L,0,0/3/10,0.0,N,2024-05-26
SKU-JAC-0027,jackets,S,0,2/7/13,0.0,N,2024-05-26
SKU-PAN-0028,pants,S,0,0/1/8,0.0,N,2024-05-26
SKU-TSH-0029,tshirts,XS,0,1/2/15,0.0,N,2024-05-26
SKU-CRO-0030,croptops,XS,0,0/6/15,0.0,N,2024-05-26
SKU-JAC-0031,jackets,XL,0,3/6/12,0.0,N,2024-05-26
SKU-TSH-0032,tshirts,S,0,0/6/17,0.0,N,2024-05-26
SKU-SHO-0033,shorts,XL,0,0/2/7,0.0,N,2024-05-26
SKU-PAN-0034,pants,M,0,1/3/10,0.0,N,2024-05-26
SKU-CRO-0035,croptops,XL,0,1/7/13,0.0,N,2024-05-26
SKU-SHI-0036,shirts,XS,28,2/3/6,280.0,N,2024-05-26
SKU-CRO-0037,croptops,L,9,1/3/10,90.0,N,2024-05-26
SKU-CRO-0038,croptops,S,0,0/3/9,0.0,N,2024-05-26
SKU-SHO-0039,shorts,M,0,1/7/12,0.0,N,2024-05-26
SKU-SHO-0040,shorts,M,21,2/2/5,315.0,N,2024-05-26
SKU-TSH-0041,tshirts,XXL,38,0/4/6,285.0,N,2024-05-26
SKU-CRO-0042,croptops,L,15,2/4/11,112.5,N,2024-05-26
SKU-CRO-0043,croptops,XXL,0,0/0/7,999.0,N,2024-05-26
SKU-JAC-0044,jackets,L,18,1/2/6,270.0,N,2024-05-26
SKU-SHI-0045,shirts,XL,31,0/3/5,310.0,N,2024-05-26
SKU-JAC-0046,jackets,XS,33,2/2/9,495.0,N,2024-05-26
SKU-PAN-0047,pants,XXL,12,0/1/7,360.0,N,2024-05-26
SKU-CRO-0048,croptops,XL,0,2/6/11,0.0,N,2024-05-26
SKU-TSH-0049,tshirts,S,35,0/1/5,999.0,N,2024-05-26
SKU-SHO-0050,shorts,M,44,0/2/7,660.0,N,2024-05-26
SKU-SHI-0051,shirts,XXL,0,0/5/14,0.0,N,2024-05-26
SKU-SHI-0052,shirts,XL,0,0/1/3,0.0,N,2024-05-26
SKU-JAC-0053,jackets,XXL,0,0/1/4,0.0,N,2024-05-26
SKU-SHI-0054,shirts,XXL,0,1/2/10,0.0,N,2024-05-26
SKU-JAC-0055,jackets,M,42,0/1/6,999.0,N,2024-05-26
SKU-SHI-0001,shirts,XS,0,41/183/465,0.0,N,2024-06-02
SKU-PAN-0002,pants,XS,0,29/87/224,0.0,N,2024-06-02
SKU-SHI-0003,shirts,S,0,21/70/153,0.0,N,2024-06-02
SKU-TSH-0004,tshirts,XXL,0,7/40/97,0.0,N,2024-06-02
SKU-CRO-0005,croptops,S,0,8/28/67,0.0,N,2024-06-02
SKU-SHI-0006,shirts,L,0,4/22/68,0.0,N,2024-06-02
SKU-CRO-0007,croptops,S,0,6/25/62,0.0,N,2024-06-02
SKU-PAN-0008,pants,XL,0,0/20/45,0.0,N,2024-06-02
SKU-PAN-0009,pants,S,0,2/12/38,0.0,N,2024-06-02
SKU-TSH-0010,tshirts,L,0,1/15/38,0.0,N,2024-06-02
SKU-SHO-0011,shorts,XXL,0,7/17/45,0.0,N,2024-06-02
SKU-TSH-0012,tshirts,XS,0,6/13/35,0.0,N,2024-06-02
SKU-SHI-0013,shirts,S,0,2/14/28,0.0,N,2024-06-02
SKU-CRO-0014,croptops,S,0,1/9/22,0.0,N,2024-06-02
SKU-SHI-0015,shirts,XXL,0,3/18/33,0.0,N,2024-06-02
SKU-PAN-0016,pants,S,0,2/12/19,0.0,N,2024-06-02
SKU-SHI-0017,shirts,L,0,2/11/27,0.0,N,2024-06-02
SKU-PAN-0018,pants,XS,0,2/4/12,0.0,N,2024-06-02
SKU-CRO-0019,croptops,XL,0,0/7/18,0.0,N,2024-06-02
SKU-PAN-0020,pants,S,0,3/6/16,0.0,N,2024-06-02
SKU-PAN-0021,pants,L,0,3/9/14,0.0,N,2024-06-02
SKU-PAN-0022,pants,XS,0,1/4/10,0.0,N,2024-06-02
SKU-SHO-0023,shorts,S,0,1/7/16,0.0,N,2024-06-02
SKU-SHI-0024,shirts,XXL,0,0/5/12,0.0,N,2024-06-02
SKU-JAC-0025,jackets,XXL,0,1/3/11,0.0,N,2024-06-02
SKU-PAN-0026,pants,XXL,0,1/3/9,0.0,N,2024-06-02
SKU-JAC-0027,jackets,S,0,3/10/16,0.0,N,2024-06-02
SKU-PAN-0028,pants,M,0,2/3/6,0.0,N,2024-06-02
SKU-TSH-0029,tshirts,XXL,0,2/3/14,0.0,N,2024-06-02
SKU-CRO-0030,croptops,XS,0,2/6/15,0.0,N,2024-06-02
SKU-JAC-0031,jackets,L,0,1/6/11,0.0,N,2024-06-02
SKU-TSH-0032,tshirts,L,0,0/5/14,0.0,N,2024-06-02
SKU-SHO-0033,shorts,XS,0,1/2/6,0.0,N,2024-06-02
SKU-PAN-0034,pants,XXL,0,0/2/10,0.0,N,2024-06-02
SKU-CRO-0035,croptops,S,0,0/4/10,0.0,N,2024-06-02
SKU-SHI-0036,shirts,XXL,25,3/6/9,125.0,N,2024-06-02
SKU-CRO-0037,croptops,L,7,2/5/10,42.0,N,2024-06-02
SKU-CRO-0038,croptops,S,0,1/4/9,0.0,N,2024-06-02
SKU-SHO-0039,shorts,XS,0,0/5/11,0.0,N,2024-06-02
SKU-SHO-0040,shorts,XXL,21,0/2/4,315.0,N,2024-06-02
SKU-TSH-0041,tshirts,XXL,37,1/3/7,370.0,N,2024-06-02
SKU-CRO-0042,croptops,M,14,1/5/9,84.0,N,2024-06-02
SKU-CRO-0043,croptops,M,0,2/2/7,0.0,N,2024-06-02
SKU-JAC-0044,jackets,XXL,15,3/5/9,90.0,N,2024-06-02
SKU-SHI-0045,shirts,L,29,2/5/7,174.0,N,2024-06-02
SKU-JAC-0046,jackets,XL,32,1/3/9,320.0,N,2024-06-02
SKU-PAN-0047,pants,M,11,1/2/7,165.0,N,2024-06-02
SKU-CRO-0048,croptops,S,0,0/6/8,0.0,N,2024-06-02
SKU-TSH-0049,tshirts,XS,35,0/1/5,999.0,N,2024-06-02
SKU-SHO-0050,shorts,M,43,1/2/6,645.0,N,2024-06-02
SKU-SHI-0051,shirts,S,0,1/5/13,0.0,N,2024-06-02
SKU-SHI-0052,shirts,S,0,0/0/3,999.0,N,2024-06-02
SKU-JAC-0053,jackets,XXL,0,2/3/6,0.0,N,2024-06-02
SKU-SHI-0054,shirts,S,0,1/3/9,0.0,N,2024-06-02
SKU-JAC-0055,jackets,XL,40,2/2/6,600.0,N,2024-06-02
SKU-SHI-0001,shirts,XXL,0,48/192/454,0.0,N,2024-06-09
SKU-PAN-0002,pants,XS,0,27/94/213,0.0,N,2024-06-09
SKU-SHI-0003,shirts,XXL,0,15/69/149,0.0,N,2024-06-09
SKU-TSH-0004,tshirts,L,0,17/46/105,0.0,N,2024-06-09
SKU-CRO-0005,croptops,XL,0,8/32/67,0.0,N,2024-06-09
SKU-SHI-0006,shirts,XL,0,9/27/65,0.0,N,2024-06-09
SKU-CRO-0007,croptops,XXL,0,10/29/67,0.0,N,2024-06-09
SKU-PAN-0008,pants,S,0,5/17/42,0.0,N,2024-06-09
SKU-PAN-0009,pants,XS,0,3/12/35,0.0,N,2024-06-09
SKU-TSH-0010,tshirts,XXL,0,5/13/37,0.0,N,2024-06-09
SKU-SHO-0011,shorts,S,0,7/17/45,0.0,N,2024-06-09
SKU-TSH-0012,tshirts,XXL,0,0/10/33,0.0,N,2024-06-09
SKU-SHI-0013,shirts,XS,0,3/15/30,0.0,N,2024-06-09
SKU-CRO-0014,croptops,XXL,0,4/11/23,0.0,N,2024-06-09
SKU-SHI-0015,shirts,L,0,7/20/35,0.0,N,2024-06-09
SKU-PAN-0016,pants,XXL,0,3/12/20,0.0,N,2024-06-09
SKU-SHI-0017,shirts,M,0,2/11/26,0.0,N,2024-06-09
SKU-PAN-0018,pants,S,0,2/6/12,0.0,N,2024-06-09
SKU-CRO-0019,croptops,XS,0,2/6/16,0.0,N,2024-06-09
SKU-PAN-0020,pants,XXL,0,1/6/15,0.0,N,2024-06-09
SKU-PAN-0021,pants,XXL,0,2/9/13,0.0,N,2024-06-09
SKU-PAN-0022,pants,M,0,1/4/10,0.0,N,2024-06-09
SKU-SHO-0023,shorts,M,0,0/5/14,0.0,N,2024-06-09
SKU-SHI-0024,shirts,XS,0,2/5/12,0.0,N,2024-06-09
SKU-JAC-0025,jackets,XS,0,0/3/10,0.0,N,2024-06-09
SKU-PAN-0026,pants,M,0,1/4/8,0.0,N,2024-06-09
SKU-JAC-0027,jackets,XXL,0,0/10/15,0.0,N,2024-06-09
SKU-PAN-0028,pants,XXL,0,2/5/7,0.0,N,2024-06-09
SKU-TSH-0029,tshirts,L,0,2/5/14,0.0,N,2024-06-09
SKU-CRO-0030,croptops,XL,0,2/7/14,0.0,N,2024-06-09
SKU-JAC-0031,jackets,M,0,2/7/13,0.0,N,2024-06-09
SKU-TSH-0032,tshirts,XXL,0,1/1/13,0.0,N,2024-06-09
SKU-SHO-0033,shorts,S,0,2/4/7,0.0,N,2024-06-09
SKU-PAN-0034,pants,XL,0,1/2/8,0.0,N,2024-06-09
SKU-CRO-0035,croptops,XS,0,1/3/10,0.0,N,2024-06-09
SKU-SHI-0036,shirts,M,24,1/7/9,102.9,N,2024-06-09
SKU-CRO-0037,croptops,M,6,1/5/10,36.0,N,2024-06-09
SKU-CRO-0038,croptops,L,0,0/1/7,0.0,N,2024-06-09
SKU-SHO-0039,shorts,XL,0,1/5/10,0.0,N,2024-06-09
SKU-SHO-0040,shorts,XL,21,0/2/3,315.0,N,2024-06-09
SKU-TSH-0041,tshirts,XXL,36,1/3/6,360.0,N,2024-06-09
SKU-CRO-0042,croptops,XXL,14,0/4/8,105.0,N,2024-06-09
SKU-CRO-0043,croptops,XXL,0,0/2/6,0.0,N,2024-06-09
SKU-JAC-0044,jackets,XXL,15,0/4/6,112.5,N,2024-06-09
SKU-SHI-0045,shirts,XS,29,0/4/6,217.5,N,2024-06-09
SKU-JAC-0046,jackets,S,32,0/3/7,320.0,N,2024-06-09
SKU-PAN-0047,pants,XL,11,0/1/5,330.0,N,2024-06-09
SKU-CRO-0048,croptops,M,0,0/4/8,0.0,N,2024-06-09
SKU-TSH-0049,tshirts,XL,34,1/2/5,510.0,N,2024-06-09
SKU-SHO-0050,shorts,XL,43,0/2/6,645.0,N,2024-06-09
SKU-SHI-0051,shirts,XL,0,0/5/10,0.0,N,2024-06-09
SKU-SHI-0052,shirts,XL,0,1/1/4,0.0,N,2024-06-09
SKU-JAC-0053,jackets,XL,0,1/4/7,0.0,N,2024-06-09
SKU-SHI-0054,shirts,XS,0,1/4/9,0.0,N,2024-06-09
SKU-JAC-0055,jackets,L,39,1/3/6,390.0,N,2024-06-09
SKU-SHI-0001,shirts,XL,0,25/169/399,0.0,N,2024-06-16
SKU-PAN-0002,pants,XXL,0,24/104/200,0.0,N,2024-06-16
SKU-SHI-0003,shirts,XXL,0,10/63/142,0.0,N,2024-06-16
SKU-TSH-0004,tshirts,M,0,10/44/97,0.0,N,2024-06-16
SKU-CRO-0005,croptops,L,0,5/30/62,0.0,N,2024-06-16
SKU-SHI-0006,shirts,M,0,4/22/58,0.0,N,2024-06-16
SKU-CRO-0007,croptops,M,0,7/29/62,0.0,N,2024-06-16
SKU-PAN-0008,pants,S,0,6/18/39,0.0,N,2024-06-16
SKU-PAN-0009,pants,XXL,0,0/8/27,0.0,N,2024-06-16
SKU-TSH-0010,tshirts,L,0,4/15/36,0.0,N,2024-06-16
SKU-SHO-0011,shorts,XS,0,4/19/40,0.0,N,2024-06-16
SKU-TSH-0012,tshirts,XL,0,3/11/29,0.0,N,2024-06-16
SKU-SHI-0013,shirts,M,0,1/10/28,0.0,N,2024-06-16
SKU-CRO-0014,croptops,M,0,3/12/22,0.0,N,2024-06-16
SKU-SHI-0015,shirts,XXL,0,2/20/35,0.0,N,2024-06-16
SKU-PAN-0016,pants,XS,0,1/10/20,0.0,N,2024-06-16
SKU-SHI-0017,shirts,M,0,2/9/23,0.0,N,2024-06-16
SKU-PAN-0018,pants,XXL,0,1/6/10,0.0,N,2024-06-16
SKU-CRO-0019,croptops,M,0,2/6/16,0.0,N,2024-06-16
SKU-PAN-0020,pants,L,0,0/5/11,0.0,N,2024-06-16
SKU-PAN-0021,pants,XS,0,3/10/15,0.0,N,2024-06-16
SKU-PAN-0022,pants,L,0,4/6/12,0.0,N,2024-06-16
SKU-SHO-0023,shorts,XXL,0,3/8/15,0.0,N,2024-06-16
SKU-SHI-0024,shirts,L,0,3/7/13,0.0,N,2024-06-16
SKU-JAC-0025,jackets,XL,0,1/3/8,0.0,N,2024-06-16
SKU-PAN-0026,pants,L,0,9/12/16,0.0,N,2024-06-16
SKU-JAC-0027,jackets,L,0,2/9/14,0.0,N,2024-06-16
SKU-PAN-0028,pants,M,0,0/4/6,0.0,N,2024-06-16
SKU-TSH-0029,tshirts,XL,0,1/6/13,0.0,N,2024-06-16
SKU-CRO-0030,croptops,S,0,0/5/13,0.0,N,2024-06-16
SKU-JAC-0031,jackets,L,0,0/7/11,0.0,N,2024-06-16
SKU-TSH-0032,tshirts,XL,0,1/2/9,0.0,N,2024-06-16
SKU-SHO-0033,shorts,XL,0,1/4/7,0.0,N,2024-06-16
SKU-PAN-0034,pants,XXL,0,1/3/6,0.0,N,2024-06-16
SKU-CRO-0035,croptops,XS,0,2/5/12,0.0,N,2024-06-16
SKU-SHI-0036,shirts,M,24,0/7/8,102.9,N,2024-06-16
SKU-CRO-0037,croptops,M,6,0/5/8,36.0,N,2024-06-16
SKU-CRO-0038,croptops,XXL,0,0/1/6,0.0,N,2024-06-16
SKU-SHO-0039,shorts,XS,0,4/7/14,0.0,N,2024-06-16
SKU-SHO-0040,shorts,M,20,1/3/3,200.0,N,2024-06-16
SKU-TSH-0041,tshirts,L,36,0/3/6,360.0,N,2024-06-16
SKU-CRO-0042,croptops,S,13,1/4/9,97.5,N,2024-06-16
SKU-CRO-0043,croptops,XXL,0,2/4/6,0.0,N,2024-06-16
SKU-JAC-0044,jackets,XS,15,0/4/5,112.5,N,2024-06-16
SKU-SHI-0045,shirts,S,28,1/4/6,210.0,N,2024-06-16
SKU-JAC-0046,jackets,XL,31,1/4/8,232.5,N,2024-06-16
SKU-PAN-0047,pants,XXL,9,2/3/6,90.0,N,2024-06-16
SKU-CRO-0048,croptops,XXL,0,0/2/7,0.0,N,2024-06-16
SKU-TSH-0049,tshirts,L,34,0/1/4,999.0,N,2024-06-16
SKU-SHO-0050,shorts,M,43,0/1/5,999.0,N,2024-06-16
SKU-SHI-0051,shirts,XL,0,0/4/7,0.0,N,2024-06-16
SKU-SHI-0052,shirts,XXL,0,1/2/5,0.0,N,2024-06-16
SKU-JAC-0053,jackets,L,0,0/3/6,0.0,N,2024-06-16
SKU-SHI-0054,shirts,M,0,0/4/8,0.0,N,2024-06-16
SKU-JAC-0055,jackets,L,39,0/3/4,390.0,N,2024-06-16
SKU-SHI-0001,shirts,XS,0,50/177/381,0.0,N,2024-06-23
SKU-PAN-0002,pants,L,0,22/108/185,0.0,N,2024-06-23
SKU-SHI-0003,shirts,XXL,0,12/61/129,0.0,N,2024-06-23
SKU-TSH-0004,tshirts,XL,0,10/44/95,0.0,N,2024-06-23
SKU-CRO-0005,croptops,XS,0,3/25/55,0.0,N,2024-06-23
SKU-SHI-0006,shirts,XL,0,8/28/57,0.0,N,2024-06-23
SKU-CRO-0007,croptops,XL,0,5/29/57,0.0,N,2024-06-23
SKU-PAN-0008,pants,L,0,6/18/40,0.0,N,2024-06-23
SKU-PAN-0009,pants,S,0,1/6/21,0.0,N,2024-06-23
SKU-TSH-0010,tshirts,S,0,4/15/39,0.0,N,2024-06-23
SKU-SHO-0011,shorts,M,0,1/20/36,0.0,N,2024-06-23
SKU-TSH-0012,tshirts,XS,0,5/14/30,0.0,N,2024-06-23
SKU-SHI-0013,shirts,M,0,2/10/24,0.0,N,2024-06-23
SKU-CRO-0014,croptops,M,0,1/11/18,0.0,N,2024-06-23
SKU-SHI-0015,shirts,M,0,0/14/29,0.0,N,2024-06-23
SKU-PAN-0016,pants,L,0,2/8/18,0.0,N,2024-06-23
SKU-SHI-0017,shirts,L,0,3/10/22,0.0,N,2024-06-23
SKU-PAN-0018,pants,M,0,5/10/13,0.0,N,2024-06-23
SKU-CRO-0019,croptops,L,0,1/6/15,0.0,N,2024-06-23
SKU-PAN-0020,pants,S,0,1/5/11,0.0,N,2024-06-23
SKU-PAN-0021,pants,XS,0,2/11/17,0.0,N,2024-06-23
SKU-PAN-0022,pants,M,0,3/9/12,0.0,N,2024-06-23
SKU-SHO-0023,shorts,S,0,4/8/14,0.0,N,2024-06-23
SKU-SHI-0024,shirts,XXL,0,1/7/12,0.0,N,2024-06-23
SKU-JAC-0025,jackets,S,0,0/2/5,0.0,N,2024-06-23
SKU-PAN-0026,pants,XS,0,1/12/15,0.0,N,2024-06-23
SKU-JAC-0027,jackets,S,0,1/6/13,0.0,N,2024-06-23
SKU-PAN-0028,pants,M,0,0/4/5,0.0,N,2024-06-23
SKU-TSH-0029,tshirts,XS,0,1/6/9,0.0,N,2024-06-23
SKU-CRO-0030,croptops,M,0,0/4/10,0.0,N,2024-06-23
SKU-JAC-0031,jackets,L,0,1/5/10,0.0,N,2024-06-23
SKU-TSH-0032,tshirts,XL,0,0/2/8,0.0,N,2024-06-23
SKU-SHO-0033,shorts,S,0,2/6/9,0.0,N,2024-06-23
SKU-PAN-0034,pants,XL,0,1/4/6,0.0,N,2024-06-23
SKU-CRO-0035,croptops,S,0,0/4/10,0.0,N,2024-06-23
SKU-SHI-0036,shirts,XS,23,1/6/8,115.0,N,2024-06-23
SKU-CRO-0037,croptops,XS,5,1/4/8,37.5,N,2024-06-23
SKU-CRO-0038,croptops,M,0,0/1/4,0.0,N,2024-06-23
SKU-SHO-0039,shorts,S,0,1/7/13,0.0,N,2024-06-23
SKU-SHO-0040,shorts,S,19,1/2/4,285.0,N,2024-06-23
SKU-TSH-0041,tshirts,XXL,36,0/2/6,540.0,N,2024-06-23
SKU-CRO-0042,croptops,XXL,13,0/2/6,195.0,N,2024-06-23
SKU-CRO-0043,croptops,M,0,0/4/4,0.0,N,2024-06-23
SKU-JAC-0044,jackets,XS,14,1/4/6,105.0,N,2024-06-23
SKU-SHI-0045,shirts,XXL,28,0/3/6,280.0,N,2024-06-23
SKU-JAC-0046,jackets,XL,30,1/5/6,180.0,N,2024-06-23
SKU-PAN-0047,pants,XL,8,1/4/6,60.0,N,2024-06-23
SKU-CRO-0048,croptops,L,0,3/4/9,0.0,N,2024-06-23
SKU-TSH-0049,tshirts,XL,34,0/1/2,999.0,N,2024-06-23
SKU-SHO-0050,shorts,XXL,40,3/4/6,300.0,N,2024-06-23
SKU-SHI-0051,shirts,M,0,0/1/6,0.0,N,2024-06-23
SKU-SHI-0052,shirts,XXL,0,2/4/5,0.0,N,2024-06-23
SKU-JAC-0053,jackets,L,0,0/3/4,0.0,N,2024-06-23
SKU-SHI-0054,shirts,XXL,0,1/3/5,0.0,N,2024-06-23
SKU-JAC-0055,jackets,S,39,0/3/4,390.0,N,2024-06-23
SKU-SHI-0001,shirts,L,0,44/182/357,0.0,N,2024-06-30
SKU-PAN-0002,pants,XS,0,19/99/184,0.0,N,2024-06-30
SKU-SHI-0003,shirts,XL,0,8/55/115,0.0,N,2024-06-30
SKU-TSH-0004,tshirts,L,0,5/46/85,0.0,N,2024-06-30
SKU-CRO-0005,croptops,M,0,9/27/54,0.0,N,2024-06-30
SKU-SHI-0006,shirts,XXL,0,7/29/50,0.0,N,2024-06-30
SKU-CRO-0007,croptops,XXL,0,6/30/55,0.0,N,2024-06-30
SKU-PAN-0008,pants,XXL,0,6/23/44,0.0,N,2024-06-30
SKU-PAN-0009,pants,L,0,4/9/22,0.0,N,2024-06-30
SKU-TSH-0010,tshirts,L,0,7/21/37,0.0,N,2024-06-30
SKU-SHO-0011,shorts,M,0,1/15/31,0.0,N,2024-06-30
SKU-TSH-0012,tshirts,M,0,3/14/25,0.0,N,2024-06-30
SKU-SHI-0013,shirts,XXL,0,2/9/23,0.0,N,2024-06-30
SKU-CRO-0014,croptops,XXL,0,4/13/21,0.0,N,2024-06-30
SKU-SHI-0015,shirts,XS,0,3/13/30,0.0,N,2024-06-30
SKU-PAN-0016,pants,XL,0,3/11/21,0.0,N,2024-06-30
SKU-SHI-0017,shirts,XS,0,1/10/20,0.0,N,2024-06-30
SKU-PAN-0018,pants,XXL,0,0/10/13,0.0,N,2024-06-30
SKU-CRO-0019,croptops,L,0,2/7/14,0.0,N,2024-06-30
SKU-PAN-0020,pants,XXL,0,3/6/11,0.0,N,2024-06-30
SKU-PAN-0021,pants,L,0,1/8/17,0.0,N,2024-06-30
SKU-PAN-0022,pants,L,0,1/9/13,0.0,N,2024-06-30
SKU-SHO-0023,shorts,XXL,0,2/10/16,0.0,N,2024-06-30
SKU-SHI-0024,shirts,XS,0,2/8/13,0.0,N,2024-06-30
SKU-JAC-0025,jackets,M,0,0/1/4,0.0,N,2024-06-30
SKU-PAN-0026,pants,S,0,1/12/15,0.0,N,2024-06-30
SKU-JAC-0027,jackets,M,0,0/3/13,0.0,N,2024-06-30
SKU-PAN-0028,pants,M,0,2/4/7,0.0,N,2024-06-30
SKU-TSH-0029,tshirts,XS,0,0/5/7,0.0,N,2024-06-30
SKU-CRO-0030,croptops,XL,0,2/4/11,0.0,N,2024-06-30
SKU-JAC-0031,jackets,XXL,0,0/3/9,0.0,N,2024-06-30
SKU-TSH-0032,tshirts,M,0,0/2/7,0.0,N,2024-06-30
SKU-SHO-0033,shorts,S,0,2/8/9,0.0,N,2024-06-30
SKU-PAN-0034,pants,XL,0,0/3/5,0.0,N,2024-06-30
SKU-CRO-0035,croptops,XS,0,2/5/10,0.0,N,2024-06-30
SKU-SHI-0036,shirts,XL,23,0/4/8,172.5,N,2024-06-30
SKU-CRO-0037,croptops,XS,4,1/3/8,40.0,N,2024-06-30
SKU-CRO-0038,croptops,XS,0,0/0/4,999.0,N,2024-06-30
SKU-SHO-0039,shorts,L,0,0/6/11,0.0,N,2024-06-30
SKU-SHO-0040,shorts,L,17,2/4/6,127.5,N,2024-06-30
SKU-TSH-0041,tshirts,M,35,1/3/5,350.0,N,2024-06-30
SKU-CRO-0042,croptops,XL,13,0/2/6,195.0,N,2024-06-30
SKU-CRO-0043,croptops,M,0,0/3/4,0.0,N,2024-06-30
SKU-JAC-0044,jackets,XL,11,3/7/9,47.1,N,2024-06-30
SKU-SHI-0045,shirts,XXL,27,1/2/7,405.0,N,2024-06-30
SKU-JAC-0046,jackets,XS,30,0/2/5,450.0,N,2024-06-30
SKU-PAN-0047,pants,S,6,2/6/7,30.0,N,2024-06-30
SKU-CRO-0048,croptops,XXL,0,1/4/10,0.0,N,2024-06-30
SKU-TSH-0049,tshirts,S,34,0/1/2,999.0,N,2024-06-30
SKU-SHO-0050,shorts,XXL,40,0/3/5,400.0,N,2024-06-30
SKU-SHI-0051,shirts,XXL,0,3/4/8,0.0,N,2024-06-30
SKU-SHI-0052,shirts,XL,0,1/5/5,0.0,N,2024-06-30
SKU-JAC-0053,jackets,S,0,0/2/4,0.0,N,2024-06-30
SKU-SHI-0054,shirts,L,0,0/2/5,0.0,N,2024-06-30
SKU-JAC-0055,jackets,XXL,37,2/4/5,277.5,N,2024-06-30
SKU-SHI-0001,shirts,XS,0,30/167/351,0.0,N,2024-07-07
SKU-PAN-0002,pants,L,0,9/83/172,0.0,N,2024-07-07
SKU-SHI-0003,shirts,XXL,0,11/43/111,0.0,N,2024-07-07
SKU-TSH-0004,tshirts,M,0,7/38/82,0.0,N,2024-07-07
SKU-CRO-0005,croptops,M,0,4/23/53,0.0,N,2024-07-07
SKU-SHI-0006,shirts,XS,0,5/28/52,0.0,N,2024-07-07
SKU-CRO-0007,croptops,S,0,6/25/54,0.0,N,2024-07-07
SKU-PAN-0008,pants,L,0,4/23/42,0.0,N,2024-07-07
SKU-PAN-0009,pants,XL,0,1/7/18,0.0,N,2024-07-07
SKU-TSH-0010,tshirts,XXL,0,1/17/32,0.0,N,2024-07-07
SKU-SHO-0011,shorts,XL,0,7/16/30,0.0,N,2024-07-07
SKU-TSH-0012,tshirts,XXL,0,5/16/26,0.0,N,2024-07-07
SKU-SHI-0013,shirts,S,0,2/9/22,0.0,N,2024-07-07
SKU-CRO-0014,croptops,S,0,0/9/19,0.0,N,2024-07-07
SKU-SHI-0015,shirts,XS,0,2/8/28,0.0,N,2024-07-07
SKU-PAN-0016,pants,XXL,0,0/8/18,0.0,N,2024-07-07
SKU-SHI-0017,shirts,XXL,0,2/8/19,0.0,N,2024-07-07
SKU-PAN-0018,pants,XS,0,0/8/12,0.0,N,2024-07-07
SKU-CRO-0019,croptops,XL,0,3/8/15,0.0,N,2024-07-07
SKU-PAN-0020,pants,XXL,0,2/6/12,0.0,N,2024-07-07
SKU-PAN-0021,pants,S,0,2/10/18,0.0,N,2024-07-07
SKU-PAN-0022,pants,XS,0,3/12/15,0.0,N,2024-07-07
SKU-SHO-0023,shorts,XS,0,0/9/14,0.0,N,2024-07-07
SKU-SHI-0024,shirts,L,0,2/8/13,0.0,N,2024-07-07
SKU-JAC-0025,jackets,S,0,1/2/5,0.0,N,2024-07-07
SKU-PAN-0026,pants,S,0,0/11/15,0.0,N,2024-07-07
SKU-JAC-0027,jackets,M,0,2/5/15,0.0,N,2024-07-07
SKU-PAN-0028,pants,XL,0,0/2/7,0.0,N,2024-07-07
SKU-TSH-0029,tshirts,XS,0,1/4/8,0.0,N,2024-07-07
SKU-CRO-0030,croptops,XS,0,0/3/9,0.0,N,2024-07-07
SKU-JAC-0031,jackets,S,0,0/1/8,0.0,N,2024-07-07
SKU-TSH-0032,tshirts,S,0,0/2/3,0.0,N,2024-07-07
SKU-SHO-0033,shorts,M,0,0/6/9,0.0,N,2024-07-07
SKU-PAN-0034,pants,M,0,0/2/4,0.0,N,2024-07-07
SKU-CRO-0035,croptops,M,0,1/5/8,0.0,N,2024-07-07
SKU-SHI-0036,shirts,XXL,23,0/1/8,690.0,N,2024-07-07
SKU-CRO-0037,croptops,XXL,3,1/3/8,30.0,N,2024-07-07
SKU-CRO-0038,croptops,XXL,0,2/2/3,0.0,N,2024-07-07
SKU-SHO-0039,shorts,L,0,1/7/12,0.0,N,2024-07-07
SKU-SHO-0040,shorts,S,17,0/4/6,127.5,N,2024-07-07
SKU-TSH-0041,tshirts,S,35,0/1/4,999.0,N,2024-07-07
SKU-CRO-0042,croptops,L,12,1/2/6,180.0,N,2024-07-07
SKU-CRO-0043,croptops,XXL,0,2/4/6,0.0,N,2024-07-07
SKU-JAC-0044,jackets,M,11,0/4/8,82.5,N,2024-07-07
SKU-SHI-0045,shirts,L,27,0/2/7,405.0,N,2024-07-07
SKU-JAC-0046,jackets,M,30,0/2/5,450.0,N,2024-07-07
SKU-PAN-0047,pants,M,6,0/5/6,36.0,N,2024-07-07
SKU-CRO-0048,croptops,XL,0,1/5/10,0.0,N,2024-07-07
